household_id,year,month,season,house_size,residents,city,rate,avg_temp,ac_kwh,geyser_kwh,fridge_kwh,wm_kwh,tv_kwh,fan_kwh,lighting_kwh,total_kwh,total_bill
3,2023,6,Monsoon,611,4,Mumbai,6.509036332911903,28.784083779465192,115.78331295192217,0.0,63.36,2.4,17.623841891433834,81.0,60.0,310.12663271754764,2746.970891312155
3,2023,7,Monsoon,611,4,Mumbai,6.509036332911903,28.40381488360559,95.34492551447681,0.0,63.36,1.8,19.349053672239165,81.0,60.0,292.5190240810395,2431.3347294520636
3,2023,8,Monsoon,611,4,Mumbai,6.509036332911903,31.627333151757814,166.0721126888748,0.0,63.36,2.4,11.708353506041973,81.0,60.0,350.5812898943225,2378.1978139597823
3,2023,9,Monsoon,611,4,Mumbai,6.509036332911903,26.98911545241627,63.82538520820199,0.0,63.36,1.8,14.802935188322422,81.0,60.0,259.63836185927767,2109.237621819301
3,2023,10,Summer,611,4,Mumbai,6.509036332911903,36.671545113391154,255.66836477136445,0.0,63.36,2.4,14.366727313406264,108.0,60.0,459.30441332533724,2586.996801215557
3,2023,11,Winter,611,4,Mumbai,6.509036332911903,15.395351515847384,0.0,66.97361498966862,63.36,1.8,19.686135800268282,135.0,60.0,316.1917308622924,2371.5838276260547
3,2023,12,Winter,611,4,Mumbai,6.509036332911903,17.038693028482346,0.0,57.57800098598842,63.36,1.8,11.695226274288224,81.0,60.0,251.10942691716204,2108.879387679746
3,2024,1,Winter,611,4,Mumbai,6.509036332911903,16.448184963620832,0.0,68.37995021042899,63.36,1.8,16.449456717037606,81.0,60.0,265.2918238636173,1894.2044980405103
3,2024,2,Winter,611,4,Mumbai,6.509036332911903,14.5963731149448,0.0,114.70510672655435,63.36,3.0,13.834402447596089,108.0,60.0,330.8514687341168,1941.7963929787331
3,2024,3,Summer,611,4,Mumbai,6.509036332911903,42.37960586643534,283.93796777638613,0.0,63.36,2.4,14.993298547090621,108.0,60.0,485.6487357782093,2381.5685306369573
3,2024,4,Summer,611,4,Mumbai,6.509036332911903,36.403529563936935,191.34614057746012,0.0,63.36,3.0,16.5898407565165,81.0,60.0,378.62075288116614,2281.914219496856
3,2024,5,Summer,611,4,Mumbai,6.509036332911903,41.45549525486852,256.06565524137187,0.0,63.36,3.0,19.683402223570223,108.0,60.0,465.06078572804444,2547.7031556769202
3,2024,6,Monsoon,611,4,Mumbai,6.509036332911903,31.369369929211242,114.55439955980776,0.0,63.36,1.8,11.08476332457032,81.0,60.0,302.49762700110693,2399.1817885096575
3,2024,7,Monsoon,611,4,Mumbai,6.509036332911903,27.784030071293884,139.44418431004817,0.0,63.36,3.0,19.894884369865654,81.0,60.0,334.3154851112269,2424.832406249633
3,2024,8,Monsoon,611,4,Mumbai,6.509036332911903,28.437366184552282,103.00599042214648,0.0,63.36,3.0,16.798662420508375,81.0,60.0,298.27239545517136,2249.5046156231792
3,2024,9,Monsoon,611,4,Mumbai,6.509036332911903,29.84830476617107,151.24138478866664,0.0,63.36,1.8,12.194921683636144,135.0,60.0,386.1880675056345,2304.208791900321
3,2024,10,Summer,611,4,Mumbai,6.509036332911903,36.25579246919288,204.3551603332133,0.0,63.36,2.4,14.668157354754678,135.0,60.0,437.4131441853669,2560.9332373184934
3,2024,11,Winter,611,4,Mumbai,6.509036332911903,16.484667372166225,0.0,68.25149796185542,63.36,1.8,16.760593858764445,81.0,60.0,265.4583756601542,2351.8122555888217
3,2024,12,Winter,611,4,Mumbai,6.509036332911903,14.873482777079275,0.0,110.66049109291308,63.36,2.4,18.404061495471613,135.0,60.0,355.3987330156299,2305.2158284203474
4,2023,1,Winter,702,3,Kolkata,7.4690548483891686,17.646705032557932,14.410704628805611,56.76104910925895,63.36,1.8,16.351086482925954,135.0,60.0,415.18157569617046,3133.8072706186244
4,2023,2,Winter,702,3,Kolkata,7.4690548483891686,19.257231091142582,0.0,2.252342997896231,63.36,1.8,21.38435181308315,81.0,60.0,274.4091534133597,2695.671353557214
4,2023,3,Summer,702,3,Kolkata,7.4690548483891686,35.703890187688515,198.451752968946,0.0,63.36,3.0,12.191900996635011,135.0,60.0,563.6378852152188,3374.508165102874
4,2023,4,Summer,702,3,Kolkata,7.4690548483891686,34.47174620139984,229.1160689215898,0.0,63.36,1.8,20.485314826984926,135.0,60.0,608.7258560108138,3888.230266930376
4,2023,5,Summer,702,3,Kolkata,7.4690548483891686,38.93555909241542,255.96899633313552,0.0,63.36,1.8,12.624498681179377,108.0,60.0,599.1633252267914,4163.340204638325
4,2023,6,Monsoon,702,3,Kolkata,7.4690548483891686,27.785939280090883,81.81722802679101,0.0,63.36,2.4,14.365074743749679,135.0,60.0,426.23865935603243,3675.6138614695165
4,2023,7,Monsoon,702,3,Kolkata,7.4690548483891686,26.60054898401483,93.92195927572017,0.0,63.36,1.8,11.712783682951365,135.0,60.0,436.8097018145219,3492.7129973835245
4,2023,8,Monsoon,702,3,Kolkata,7.4690548483891686,26.938997704778945,80.72055860001043,0.0,63.36,2.4,19.007518416525926,108.0,60.0,398.23105794811767,3101.237950909882
4,2023,9,Monsoon,702,3,Kolkata,7.4690548483891686,31.28993542700257,146.81081737451615,0.0,63.36,2.4,18.895855305692745,81.0,60.0,444.7769120828265,3214.468043566931
4,2023,10,Summer,702,3,Kolkata,7.4690548483891686,37.28358159901844,253.62027891965138,0.0,63.36,3.0,14.874668961529924,108.0,60.0,600.4786128507938,3704.54394982319
4,2023,11,Winter,702,3,Kolkata,7.4690548483891686,18.379199562569497,0.0,44.80439227589142,63.36,1.8,20.417694631990866,81.0,60.0,324.06788435838166,3120.917997646944
4,2023,12,Winter,702,3,Kolkata,7.4690548483891686,18.11066199309283,0.0,30.940521932154308,63.36,3.0,18.75768273426506,135.0,60.0,371.4466767026515,2982.0293655795713
4,2024,1,Winter,702,3,Kolkata,7.4690548483891686,15.11899088225295,0.0,75.58686399661116,63.36,2.4,20.516191889166134,108.0,60.0,393.90227950152007,2912.576554084431
4,2024,2,Winter,702,3,Kolkata,7.4690548483891686,15.977545113240724,0.0,81.2078655024777,63.36,1.8,11.89925070430036,108.0,60.0,389.60822834533894,2896.007912149963
4,2024,3,Summer,702,3,Kolkata,7.4690548483891686,37.58752208208827,186.17766370745414,0.0,63.36,3.0,19.624378366252223,81.0,60.0,493.37283236923105,3223.2325703811753
4,2024,4,Summer,702,3,Kolkata,7.4690548483891686,41.590329113277924,289.7930209823006,0.0,63.36,3.0,16.973417046274918,135.0,60.0,678.4218329136748,4027.352948467906
4,2024,5,Summer,702,3,Kolkata,7.4690548483891686,37.13841522415477,242.49635407429528,0.0,63.36,3.0,18.43808503296,108.0,60.0,591.4503158435897,4118.258978494667
4,2024,6,Monsoon,702,3,Kolkata,7.4690548483891686,29.27718491755475,87.8577949859375,0.0,63.36,3.0,17.21393745362531,108.0,60.0,405.32860760676266,3585.0427318502516
4,2024,7,Monsoon,702,3,Kolkata,7.4690548483891686,26.279173269432096,76.11633939216222,0.0,63.36,1.8,12.299307553173822,81.0,60.0,351.76421471576475,3155.8127749133355
4,2024,8,Monsoon,702,3,Kolkata,7.4690548483891686,29.059608355830566,154.7400067685154,0.0,63.36,2.4,11.952351901225109,81.0,60.0,445.9539579848194,3162.077873328305
4,2024,9,Monsoon,702,3,Kolkata,7.4690548483891686,28.742291746742616,104.43127187991935,0.0,63.36,2.4,11.319422154812148,81.0,60.0,385.1225388146764,3035.393091468698
4,2024,10,Summer,702,3,Kolkata,7.4690548483891686,38.675205324150404,242.848040138275,0.0,63.36,1.8,12.813173857311956,135.0,60.0,615.9621345363997,3626.8931868089444
4,2024,11,Winter,702,3,Kolkata,7.4690548483891686,16.579549713792826,0.5204391057255198,80.72564809625655,63.36,1.8,18.17620628490503,135.0,60.0,429.39117474833455,3432.912523755767
4,2024,12,Winter,702,3,Kolkata,7.4690548483891686,17.10506630469488,0.0,71.48184294911559,63.36,3.0,16.229380212998777,81.0,60.0,352.3560015132632,3289.1300769074182
5,2023,1,Winter,744,2,Delhi,6.565928440806008,16.484030288135592,0.0,32.57930366772894,63.36,3.0,14.41698063829653,135.0,60.0,326.7211347405268,2076.850660234639
5,2023,2,Winter,744,2,Delhi,6.565928440806008,15.974511699023264,0.0,80.9383162515164,63.36,1.8,12.438088701113712,81.0,60.0,317.37596768125576,2206.3000167079804
5,2023,3,Summer,744,2,Delhi,6.565928440806008,39.94015555582745,285.4094936093336,0.0,63.36,2.4,19.034553805999458,135.0,60.0,598.866042724162,2862.598944154049
5,2023,4,Summer,744,2,Delhi,6.565928440806008,37.18745054122043,237.89248451564114,0.0,63.36,1.8,12.17687755318541,135.0,60.0,540.6172166337932,3191.4856482100386
5,2023,5,Summer,744,2,Delhi,6.565928440806008,37.111413479847776,239.49334307145415,0.0,63.36,2.4,10.931793181034882,135.0,60.0,541.6299140936316,3263.639465927289
5,2023,6,Monsoon,744,2,Delhi,6.565928440806008,28.8268698064474,161.39064816959637,0.0,63.36,3.0,21.158007781291502,108.0,60.0,441.73858646006613,3018.780882587297
5,2023,7,Monsoon,744,2,Delhi,6.565928440806008,27.186111532255836,64.33791470735858,0.0,63.36,2.4,17.131282185781412,108.0,60.0,334.00337905893974,2568.392288040292
5,2023,8,Monsoon,744,2,Delhi,6.565928440806008,27.46233164640965,90.84453075518336,0.0,63.36,1.8,20.762993316714795,135.0,60.0,393.908973179546,2700.7629916541664
5,2023,9,Monsoon,744,2,Delhi,6.565928440806008,28.500487865147296,89.1121115459626,0.0,63.36,1.8,11.925867233359543,81.0,60.0,325.4938437290514,2626.271758301577
5,2023,10,Summer,744,2,Delhi,6.565928440806008,37.81954467188758,258.1380015918525,0.0,63.36,1.8,14.896501542563929,81.0,60.0,507.7340070362241,2951.1773312149867
5,2023,11,Winter,744,2,Delhi,6.565928440806008,18.14199293441051,0.0,61.63652158961871,63.36,3.0,20.767970503423637,135.0,60.0,364.23815779500535,2541.6720806079466
5,2023,12,Winter,744,2,Delhi,6.565928440806008,18.540251093151433,0.0,14.467216564831949,63.36,3.0,12.321255820101838,81.0,60.0,248.09371006508647,2155.7306539339947
5,2024,1,Winter,744,2,Delhi,6.565928440806008,10.606226714116858,0.0,132.56845788684151,63.36,3.0,13.797941464397717,108.0,60.0,403.40141437902633,2408.616829438518
5,2024,2,Winter,744,2,Delhi,6.565928440806008,15.462222618890339,0.0,124.77380503181342,63.36,1.8,15.091035646942057,135.0,60.0,423.8492176836998,2563.0930255853827
5,2024,3,Summer,744,2,Delhi,6.565928440806008,38.39616952153571,245.1001792724434,0.0,63.36,1.8,14.879440232353831,135.0,60.0,551.1177016890537,2941.546856752718
5,2024,4,Summer,744,2,Delhi,6.565928440806008,40.77716453808058,220.6563157304769,0.0,63.36,2.4,19.065847835515395,81.0,60.0,473.0734106813726,2908.1433725493953
5,2024,5,Summer,744,2,Delhi,6.565928440806008,36.864561930448616,222.68733888565018,0.0,63.36,3.0,17.755195066981372,81.0,60.0,474.47241868917575,3064.7575802976553
5,2024,6,Monsoon,744,2,Delhi,6.565928440806008,29.87135678629492,161.87330625235,0.0,63.36,1.8,17.22652898076454,81.0,60.0,408.2048492074528,2820.627938115672
5,2024,7,Monsoon,744,2,Delhi,6.565928440806008,26.950959467440452,104.84888043807425,0.0,63.36,2.4,19.497401647465374,108.0,60.0,379.4341052721409,2745.9515105704468
5,2024,8,Monsoon,744,2,Delhi,6.565928440806008,30.499610638822432,151.20204683575454,0.0,63.36,3.0,20.480426840028095,135.0,60.0,458.83328990234463,2768.035025330958
5,2024,9,Monsoon,744,2,Delhi,6.565928440806008,30.72630620421341,162.12832382379847,0.0,63.36,2.4,20.440854479631327,135.0,60.0,469.7326423064942,2964.1141740817675
5,2024,10,Summer,744,2,Delhi,6.565928440806008,35.00268119698609,228.16724154869993,0.0,63.36,3.0,13.695087320887064,81.0,60.0,475.9767726782975,3115.6434982154597
5,2024,11,Winter,744,2,Delhi,6.565928440806008,18.37042058302178,0.0,60.64984245446553,63.36,3.0,21.04329571519129,108.0,60.0,334.8763920070267,2720.0168711621795
5,2024,12,Winter,744,2,Delhi,6.565928440806008,15.289935344706551,0.0,85.64128246857314,63.36,3.0,19.438436764231003,81.0,60.0,331.04776779721567,2504.5486254634116
6,2023,1,Winter,1738,2,Chennai,6.074709437539784,14.754290993797433,0.0,63.75645523879897,63.36,3.0,18.178385649611197,108.0,60.0,336.0601891233325,2784.826458551266
6,2023,2,Winter,1738,2,Chennai,6.074709437539784,12.740814028047346,0.0,147.21056448495102,63.36,2.4,18.578187881628793,81.0,60.0,395.8294224032093,2690.1226926856825
6,2023,3,Summer,1738,2,Chennai,6.074709437539784,41.24106689033175,322.0905323128543,0.0,63.36,1.8,19.851555202325596,81.0,60.0,582.3531318812418,3069.9477532659275
6,2023,4,Summer,1738,2,Chennai,6.074709437539784,38.76722790763354,200.03884503965276,0.0,63.36,3.0,13.449770384558265,81.0,60.0,447.1475566737117,2944.3699139907203
6,2023,5,Summer,1738,2,Chennai,6.074709437539784,37.549988193259246,264.09566444368073,0.0,63.36,3.0,21.05251340822387,135.0,60.0,580.6596183816815,3212.1420324022743
6,2023,6,Monsoon,1738,2,Chennai,6.074709437539784,28.98663580176178,125.47839610691865,0.0,63.36,3.0,13.63245167843811,135.0,60.0,425.49637694725914,3017.216752466284
6,2023,7,Monsoon,1738,2,Chennai,6.074709437539784,28.47199951335466,119.6072114833483,0.0,63.36,1.8,11.611488042746734,81.0,60.0,358.46158366182186,2865.227546524928
6,2023,8,Monsoon,1738,2,Chennai,6.074709437539784,31.30995675147317,136.8381357066152,0.0,63.36,3.0,19.646305030881354,81.0,60.0,386.5811760390198,2842.7168071165906
6,2023,9,Monsoon,1738,2,Chennai,6.074709437539784,29.971445433647126,121.2390610211262,0.0,63.36,2.4,21.148244564442447,135.0,60.0,428.34008730305703,2902.116415382767
6,2023,10,Summer,1738,2,Chennai,6.074709437539784,39.63339703542714,278.97075407173986,0.0,63.36,2.4,21.390229441943873,108.0,60.0,567.4983449941126,3205.201658152335
6,2023,11,Winter,1738,2,Chennai,6.074709437539784,12.946896276604507,0.0,123.36996990423964,63.36,2.4,12.101643850893817,135.0,60.0,420.99223206164106,2956.791001325397
6,2023,12,Winter,1738,2,Chennai,6.074709437539784,16.893279463034172,0.0,81.60389631922249,63.36,3.0,15.715551798390482,135.0,60.0,381.09342166470464,2693.6540609668823
6,2024,1,Winter,1738,2,Chennai,6.074709437539784,13.18968015527108,0.0,86.95911040065853,63.36,3.0,15.168442856563988,135.0,60.0,386.201986565743,2656.8525239541955
6,2024,2,Winter,1738,2,Chennai,6.074709437539784,16.825140793288245,0.0,50.387783332517635,63.36,2.4,16.417815586690306,81.0,60.0,290.66078552593757,2383.8671138982977
6,2024,3,Summer,1738,2,Chennai,6.074709437539784,35.30107285714895,219.73831144082888,0.0,63.36,3.0,11.556320822072689,108.0,60.0,494.7535133512848,2636.2751801132845
6,2024,4,Summer,1738,2,Chennai,6.074709437539784,40.44634190118291,260.6484003880415,0.0,63.36,1.8,17.07217783805514,135.0,60.0,571.4928777741346,2771.6574529816276
6,2024,5,Summer,1738,2,Chennai,6.074709437539784,36.38793936065886,216.71936438297809,0.0,63.36,1.8,13.378793174297666,135.0,60.0,520.8945194464337,2761.890201601342
6,2024,6,Monsoon,1738,2,Chennai,6.074709437539784,24.277302192646353,50.9994616270187,0.0,63.36,1.8,11.254606448072707,81.0,60.0,285.18733415731646,2409.629258721643
6,2024,7,Monsoon,1738,2,Chennai,6.074709437539784,27.509860763367328,81.5120822907882,0.0,63.36,2.4,21.40916956286488,135.0,60.0,386.4077894386781,2448.852159893009
6,2024,8,Monsoon,1738,2,Chennai,6.074709437539784,27.901072580695136,121.84791841313289,0.0,63.36,3.0,15.137066553395265,81.0,60.0,365.86319412130143,2388.909114901377
6,2024,9,Monsoon,1738,2,Chennai,6.074709437539784,30.33420582876727,175.98672123858177,0.0,63.36,2.4,14.948178604105495,81.0,60.0,422.54695928369637,2466.0025066124754
6,2024,10,Summer,1738,2,Chennai,6.074709437539784,39.11075363361382,243.98058788426266,0.0,63.36,3.0,13.136299448794778,81.0,60.0,493.5021708293811,2665.3052301509065
6,2024,11,Winter,1738,2,Chennai,6.074709437539784,15.253201463246862,0.0,95.28789952829219,63.36,3.0,19.61099774989867,108.0,60.0,371.08417811254975,2584.757036731952
6,2024,12,Winter,1738,2,Chennai,6.074709437539784,18.75654957267145,0.0,36.52635960386338,63.36,3.0,13.7479612484482,81.0,60.0,273.7339576804387,2306.0502272273325
7,2023,1,Winter,2272,4,Chennai,8.822605992919014,17.317088545345662,9.010297484409303,53.00988736095917,63.36,3.0,10.85488711003468,135.0,60.0,387.25755061730024,3474.20382485851
7,2023,2,Winter,2272,4,Chennai,8.822605992919014,15.933746054252406,0.0,63.478043966320044,63.36,1.8,11.46438388338374,81.0,60.0,325.6960349636129,3251.8204470221904
7,2023,3,Summer,2272,4,Chennai,8.822605992919014,43.05386485174724,299.28262810788056,0.0,63.36,2.4,16.672812206371912,81.0,60.0,605.6381214026233,4171.947746149639
7,2023,4,Summer,2272,4,Chennai,8.822605992919014,39.167856370651926,250.68198896109217,0.0,63.36,1.8,12.499279124787279,81.0,60.0,543.7967620190587,4510.946762744136
7,2023,5,Summer,2272,4,Chennai,8.822605992919014,35.66220746851656,194.73322793069244,0.0,63.36,1.8,20.31340419934843,108.0,60.0,519.3093636572901,4586.782323953043
7,2023,6,Monsoon,2272,4,Chennai,8.822605992919014,30.080411856447324,133.9536091565248,0.0,63.36,2.4,19.634043860485875,108.0,60.0,448.7958204599856,4323.691164038329
7,2023,7,Monsoon,2272,4,Chennai,8.822605992919014,26.37844816021403,105.50996822081918,0.0,63.36,3.0,14.868309909457427,81.0,60.0,379.73011656059003,3782.894700422399
7,2023,8,Monsoon,2272,4,Chennai,8.822605992919014,27.384443530094,104.6208700287076,0.0,63.36,2.4,14.492219393217809,135.0,60.0,440.1355049137099,3949.1899399737704
7,2023,9,Monsoon,2272,4,Chennai,8.822605992919014,28.351091659781016,121.9312652455358,0.0,63.36,1.8,19.126630359347065,81.0,60.0,402.29994714732305,3756.874267980889
